Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes,cuisine_count,is_multi_cuisine,log_votes,cost_per_person,has_both_services,country_Australia,country_Brazil,country_Canada,country_India,country_Indonesia,country_New Zealand,country_Philippines,country_Qatar,country_Singapore,country_South Africa,country_Sri Lanka,country_Turkey,country_UAE,country_United Kingdom,country_United States,cuisine_freq_enc,city_freq_enc
450,0,1,1,3.4,44,1,0,3.8066624897703196,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
100,0,0,1,4.1,187,1,0,5.236441962829949,50.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.5468053491827637
350,0,0,1,3.2,11,2,1,2.4849066497880004,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.5468053491827637
450,0,1,1,3.2,27,2,1,3.332204510175204,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
350,0,0,1,3.4,33,3,1,3.5263605246161616,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.010401188707280832,0.5468053491827637
300,0,0,1,3.4,32,3,1,3.4965075614664802,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
200,0,0,1,3.3,11,3,1,2.4849066497880004,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
550,0,0,2,3.3,87,3,1,4.477336814478207,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
850,1,1,2,2.6,192,2,1,5.262690188904886,425.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
1000,1,0,3,3.4,232,3,1,5.4510384535657,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
1300,0,1,3,3.2,177,4,1,5.181783550292085,650.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
1500,1,0,3,3.2,286,3,1,5.659482215759621,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
800,1,1,2,3.6,306,3,1,5.726847747587197,400.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
1000,0,1,3,3.5,63,4,1,4.1588830833596715,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
800,1,0,2,3.5,159,1,0,5.075173815233827,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
800,1,0,2,3.7,28,3,1,3.367295829986474,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
400,0,0,1,3.5,40,2,1,3.713572066704308,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.5468053491827637
1600,1,1,3,3.7,213,4,1,5.365976015021851,800.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
1150,1,1,3,3.7,160,3,1,5.081404364984463,575.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
250,0,0,1,3.8,300,2,1,5.707110264748875,125.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.5468053491827637
1300,0,0,3,3.8,248,3,1,5.517452896464707,650.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
250,0,0,1,3.6,109,1,0,4.700480365792417,125.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
750,1,0,2,3.5,132,2,1,4.890349128221754,375.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
250,0,0,1,4.0,95,3,1,4.564348191467836,125.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.016749966229906793,0.5468053491827637
300,0,1,1,4.0,292,2,1,5.680172609017068,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01715520734837228,0.5468053491827637
500,0,0,2,2.8,39,5,1,3.6888794541139363,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
250,0,0,1,3.4,68,2,1,4.23410650459726,125.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
200,0,0,1,2.9,92,1,0,4.532599493153256,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
800,1,0,2,3.4,51,2,1,3.9512437185814275,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
1100,1,1,3,3.2,142,4,1,4.962844630259907,550.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
450,0,0,1,2.6,21,1,0,3.091042453358316,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
450,0,1,1,2.5,71,3,1,4.276666119016055,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
600,0,1,2,3.2,71,2,1,4.276666119016055,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
600,0,1,2,3.4,122,2,1,4.812184355372417,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
700,0,0,2,3.0,39,3,1,3.6888794541139363,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
700,0,0,2,3.4,43,2,1,3.784189633918261,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.025935431581791166,0.5468053491827637
400,0,1,1,3.4,38,2,1,3.6635616461296463,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01715520734837228,0.5468053491827637
400,0,1,1,2.7,39,2,1,3.6888794541139363,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01715520734837228,0.5468053491827637
700,0,1,2,3.1,73,2,1,4.304065093204169,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
200,0,0,1,2.9,10,2,1,2.3978952727983707,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.016749966229906793,0.5468053491827637
500,0,1,2,2.7,32,4,1,3.4965075614664802,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
150,0,0,1,2.9,36,1,0,3.6109179126442243,75.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
450,0,0,1,3.3,36,4,1,3.6109179126442243,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
750,1,1,2,3.1,134,1,0,4.90527477843843,375.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.001215723355396461,0.5468053491827637
350,0,0,1,3.3,55,1,0,4.02535169073515,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
600,0,0,2,2.9,90,2,1,4.51085950651685,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
500,0,0,2,3.2,60,1,0,4.110873864173311,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
400,0,0,1,2.7,47,1,0,3.8712010109078907,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
300,0,0,1,3.4,43,1,0,3.784189633918261,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
350,0,0,1,3.3,236,6,1,5.4680601411351315,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
1100,1,1,3,2.6,31,3,1,3.4657359027997265,550.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
700,0,1,2,2.5,38,3,1,3.6635616461296463,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
800,1,0,2,3.1,123,3,1,4.820281565605037,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
150,0,0,1,2.8,9,1,0,2.302585092994046,75.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.019586654059165202,0.5468053491827637
350,0,0,1,3.3,70,3,1,4.2626798770413155,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
550,0,0,2,3.4,114,2,1,4.74493212836325,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
550,0,0,2,2.7,56,2,1,4.04305126783455,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
600,0,1,2,3.1,247,3,1,5.5134287461649825,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
450,0,1,1,3.1,90,1,0,4.51085950651685,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
900,1,0,2,2.7,84,3,1,4.442651256490317,450.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
650,0,1,2,3.3,93,3,1,4.543294782270004,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
650,0,1,2,3.4,44,3,1,3.8066624897703196,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.5468053491827637
400,0,0,1,3.0,27,1,0,3.332204510175204,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
750,1,1,2,2.7,68,3,1,4.23410650459726,375.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
400,0,1,1,3.3,23,1,0,3.1780538303479458,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
1400,1,0,3,3.2,30,5,1,3.4339872044851463,700.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00810482236930974,0.5468053491827637
500,0,1,2,2.5,69,2,1,4.248495242049359,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
350,0,0,1,2.6,41,2,1,3.7376696182833684,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0016209644738619479,0.5468053491827637
400,0,1,1,3.4,36,2,1,3.6109179126442243,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
400,0,0,1,3.6,179,3,1,5.19295685089021,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
450,0,0,1,3.5,22,2,1,3.1354942159291497,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
650,0,1,2,3.7,456,2,1,6.124683390894205,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
900,1,1,2,3.6,43,3,1,3.784189633918261,450.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
200,0,1,1,3.7,120,1,0,4.795790545596741,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
700,0,1,2,3.8,230,3,1,5.442417710521793,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
300,0,1,1,3.5,26,1,0,3.295836866004329,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
600,0,1,2,3.5,27,2,1,3.332204510175204,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.5468053491827637
50,0,0,1,3.6,35,1,0,3.58351893845611,25.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.5468053491827637
500,0,1,2,3.6,76,1,0,4.343805421853684,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
650,0,0,2,3.7,177,1,0,5.181783550292085,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
150,0,0,1,3.6,99,1,0,4.605170185988092,75.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.016749966229906793,0.5468053491827637
250,0,1,1,3.7,136,1,0,4.919980925828125,125.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
600,0,1,2,3.5,72,2,1,4.290459441148391,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
600,0,0,2,3.5,88,2,1,4.48863636973214,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.5468053491827637
200,0,0,1,3.8,100,2,1,4.61512051684126,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.019586654059165202,0.5468053491827637
500,0,0,2,3.6,118,4,1,4.77912349311153,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.5468053491827637
700,0,1,2,3.8,603,4,1,6.403574197934815,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0009455626097528029,0.5468053491827637
350,0,0,1,3.5,149,1,0,5.0106352940962555,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
700,0,1,2,3.7,39,2,1,3.6888794541139363,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.5468053491827637
350,0,0,1,3.5,109,1,0,4.700480365792417,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
350,0,1,1,3.5,214,2,1,5.3706380281276624,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
350,0,1,1,3.5,64,2,1,4.174387269895637,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
450,0,0,1,2.3,32,1,0,3.4965075614664802,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
1000,1,0,3,2.4,52,1,0,3.970291913552122,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.5468053491827637
500,0,0,2,4.0,841,3,1,6.7357800142423265,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
200,0,0,1,4.0,74,1,0,4.31748811353631,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.5468053491827637
1050,1,0,3,4.3,142,5,1,4.962844630259907,525.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.5468053491827637
2000,0,0,4,4.5,524,2,1,6.263398262591624,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
500,0,0,2,3.3,132,2,1,4.890349128221754,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
1000,0,1,3,3.1,18,2,1,2.9444389791664403,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.5468053491827637
300,0,0,1,3.3,29,2,1,3.4011973816621555,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
650,0,1,2,2.5,120,6,1,4.795790545596741,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
150,0,0,1,3.2,242,1,0,5.493061443340548,75.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.5468053491827637
800,0,0,2,3.3,89,2,1,4.499809670330265,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
1500,0,0,3,4.5,4986,4,1,8.514589805546123,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.5468053491827637
1500,0,0,3,4.6,1569,4,1,7.358830898342354,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.5468053491827637
1200,1,1,3,3.8,863,3,1,6.761572768804055,600.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
600,0,0,2,3.9,157,1,0,5.062595033026967,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.5468053491827637
2000,1,0,4,3.6,1428,5,1,7.264730177929867,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.5468053491827637
2500,1,1,4,3.6,300,5,1,5.707110264748875,1250.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.5468053491827637
1000,0,0,3,3.6,574,3,1,6.354370040797351,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
1000,0,0,3,3.7,243,1,0,5.497168225293202,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
700,0,1,2,3.8,391,3,1,5.971261839790462,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
800,0,0,2,3.6,29,3,1,3.4011973816621555,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
1700,1,0,3,3.7,395,3,1,5.981414211254481,850.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.003647170066189383,0.5468053491827637
650,0,0,2,3.7,2860,2,1,7.95892649305011,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.5468053491827637
1700,1,1,3,3.6,505,1,0,6.226536669287466,850.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00796974199648791,0.5468053491827637
1400,0,1,3,3.9,454,2,1,6.12029741895095,700.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.5468053491827637
2000,1,0,4,3.8,203,3,1,5.318119993844216,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.5468053491827637
400,0,0,1,3.7,79,1,0,4.382026634673881,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.5468053491827637
1200,0,0,3,3.9,287,6,1,5.662960480135946,600.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.006483857895447791,0.5468053491827637
2100,0,0,4,3.8,199,1,0,5.298317366548036,1050.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00810482236930974,0.5468053491827637
450,0,0,1,3.5,17,1,0,2.8903717578961645,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.5468053491827637
2000,1,1,4,3.9,372,5,1,5.921578419643816,1000.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0005403214912873159,0.5468053491827637
500,0,1,2,3.7,188,4,1,5.241747015059643,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.5468053491827637
800,0,0,2,3.6,34,3,1,3.5553480614894135,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
1700,1,0,3,3.7,774,4,1,6.652863029353347,850.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.5468053491827637
700,0,0,2,3.8,256,1,0,5.54907608489522,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
2500,0,0,4,3.8,1186,4,1,7.079184394609668,1250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.5468053491827637
2000,0,1,4,3.8,669,4,1,6.507277712385012,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
1700,1,0,3,4.2,113,3,1,4.736198448394496,850.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00810482236930974,0.5468053491827637
400,0,1,1,4.0,518,3,1,6.251903883165888,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
1600,1,1,3,4.1,1330,3,1,7.193685818395112,800.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009725786843171687,0.5468053491827637
1550,1,0,3,4.0,1203,7,1,7.093404625868766,775.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
2000,1,0,4,4.0,79,2,1,4.382026634673881,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.5468053491827637
2000,0,0,4,4.2,551,2,1,6.313548046277095,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
1650,1,0,3,4.0,1093,3,1,6.9975959829819265,825.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.5468053491827637
2100,1,1,4,4.2,578,2,1,6.361302477572996,1050.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.5468053491827637
1300,0,0,3,4.2,1914,2,1,7.557472901614746,650.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0008104822369309739,0.5468053491827637
600,0,0,2,4.0,220,2,1,5.3981627015177525,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
700,0,0,2,4.4,912,2,1,6.816735880594968,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.5468053491827637
1800,1,0,3,4.2,436,3,1,6.07993319509559,900.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.5468053491827637
1100,1,0,3,3.1,10,2,1,2.3978952727983707,550.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
250,0,0,1,3.1,12,1,0,2.5649493574615367,125.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
450,0,1,1,3.3,13,5,1,2.639057329615259,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.019586654059165202,0.5468053491827637
700,1,1,2,3.0,11,2,1,2.4849066497880004,350.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
400,0,0,1,3.2,19,3,1,2.995732273553991,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.5468053491827637
450,0,0,1,3.3,73,3,1,4.304065093204169,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
450,0,0,1,3.2,23,1,0,3.1780538303479458,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
150,0,0,1,3.2,11,1,0,2.4849066497880004,75.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
500,0,0,2,3.1,10,2,1,2.3978952727983707,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
550,0,0,2,2.6,49,2,1,3.912023005428146,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
1200,1,0,3,2.8,15,3,1,2.772588722239781,600.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
200,0,0,1,3.2,100,2,1,4.61512051684126,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.019586654059165202,0.5468053491827637
1100,1,0,3,2.7,63,4,1,4.1588830833596715,550.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
800,1,1,2,2.7,45,3,1,3.828641396489095,400.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
750,0,0,2,3.0,4,2,1,1.6094379124341003,375.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.5468053491827637
700,0,0,2,3.3,57,2,1,4.060443010546419,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.025935431581791166,0.5468053491827637
650,0,0,2,3.3,12,2,1,2.5649493574615367,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
400,0,1,1,3.3,35,2,1,3.58351893845611,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.5468053491827637
350,0,1,1,3.0,6,1,0,1.9459101490553132,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
700,0,0,2,3.4,143,3,1,4.969813299576001,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
350,0,0,1,2.7,23,3,1,3.1780538303479458,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.010401188707280832,0.5468053491827637
550,0,1,2,2.7,41,3,1,3.7376696182833684,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
300,0,1,1,3.2,29,1,0,3.4011973816621555,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
500,0,0,2,3.3,13,2,1,2.639057329615259,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
350,0,0,1,3.2,16,2,1,2.833213344056216,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.5468053491827637
600,0,0,2,3.2,31,2,1,3.4657359027997265,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.5468053491827637
550,0,1,2,2.7,46,3,1,3.8501476017100584,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.5468053491827637
300,0,0,1,3.1,9,2,1,2.302585092994046,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0005403214912873159,0.5468053491827637
300,0,0,1,2.8,23,3,1,3.1780538303479458,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.016749966229906793,0.5468053491827637
